Index,Object,Intent,Session,GraspType,GraspTypeIndex,Rank,Error,PoseIndex,HandConfiguration,Image
1618,utah_teapot,handoff,19,Large Wrap,1,1,0.012145,2672,"0,-0.983873,-0.0302128,-0.176299,-0.00729182,0.00702188,-0.991396,0.130711,0.00296035,-0.178731,0.127365,0.975618,-0.0223152,0.0942124,0.829704,0.465414,0.991113",screenshots/utah_teapot_19_handoff.png
1656,utah_teapot,use,7,Power Sphere,4,1,0.16558600000000001,2223,"0,-0.11998,-0.519195,0.846192,-0.0713921,-0.962229,0.270628,0.0296159,-0.0306208,-0.24438,-0.810676,-0.532054,0.0878707,1.84741,1.20865,0.457613,1.38078",screenshots/utah_teapot_7_use.png
1657,utah_teapot,use,8,Large Wrap,1,4,-0.23097000000000001,2580,"3,-0.367938,-0.438621,0.819898,-0.103404,-0.821767,-0.259215,-0.50745,0.0258742,0.435107,-0.860476,-0.265069,0.0666099,0.00470264,0.810258,1.15202,0.4652",screenshots/utah_teapot_8_use.png
1658,utah_teapot,use,9,Power Sphere,4,5,-0.17832500000000001,1000,"4,-0.0392303,0.188237,0.98134,-0.117197,0.0114269,0.982116,-0.187929,-0.00501834,-0.999165,0.00384126,-0.0406797,0.0324023,1.29255,1.13764,1.22137,1.28925",screenshots/utah_teapot_9_use.png
1659,utah_teapot,use,10,Large Wrap,1,1,-0.054745000000000002,856,"0,-0.154192,0.949109,0.274621,-0.0658407,-0.542357,0.151023,-0.826463,0.0618748,-0.825877,-0.276376,0.491469,0.0169527,0,0.525692,0.324229,0.855371",screenshots/utah_teapot_10_use.png
1660,utah_teapot,use,11,Power Sphere,4,1,0.0032429999999999998,1174,"0,-0.960283,-0.213953,0.179111,-0.0494763,0.243736,-0.95567,0.165186,0.00627163,0.135829,0.202281,0.969862,-0.0217848,0.827802,0.948636,0.62193,0.946286",screenshots/utah_teapot_11_use.png
1661,utah_teapot,use,12,Large Wrap,1,1,-0.121216,2825,"0,0.211247,-0.907913,-0.362031,-0.0118628,-0.931764,-0.0751596,-0.3552,0.0619461,0.295281,0.412363,-0.861839,0.108416,0.0223775,0.709083,1.44657,0.555062",screenshots/utah_teapot_12_use.png
1662,utah_teapot,use,13,Power Sphere,4,1,-0.20650299999999999,996,"0,0.117471,0.390636,0.913019,-0.115704,-0.993033,0.0548034,0.104318,0.000298743,-0.00928615,-0.918912,0.394351,0.034961,1.73371,1.58225,1.05359,1.22721",screenshots/utah_teapot_13_use.png
1663,utah_teapot,use,14,Large Wrap,1,1,0.1966,246,"0,-0.961246,0.204867,0.184488,-0.0429289,0.265408,0.868719,0.418192,-0.0332718,-0.0745943,0.450951,-0.889426,0.107733,0.0711633,0.908772,0.753993,0.931529",screenshots/utah_teapot_14_use.png
1664,utah_teapot,use,15,Power Sphere,4,4,0.109525,2385,"3,-0.339437,0.380313,0.860316,-0.12497,0.810817,0.581936,0.0626559,-0.0255958,-0.476821,0.718827,-0.505895,0.0833327,1.66695,1.22681,0.762315,1.12686",screenshots/utah_teapot_15_use.png
1665,utah_teapot,use,16,Large Wrap,1,4,-0.162381,1981,"3,-0.00666189,0.944677,0.327934,-0.0158948,0.998054,0.0266133,-0.0563894,0.00562584,-0.0619971,0.32692,-0.943016,0.138673,0,0.770657,0.945491,0.130403",screenshots/utah_teapot_16_use.png
1666,utah_teapot,use,17,Power Sphere,4,1,-0.241207,1412,"0,0.461138,-0.33375,0.822169,-0.113651,-0.853529,0.0864555,0.513823,-0.0165735,-0.24257,-0.938688,-0.244998,0.0728516,0,0.858682,2.51327,1.01846",screenshots/utah_teapot_17_use.png
1667,utah_teapot,use,18,Power Sphere,4,1,0.10860300000000001,1848,"0,-0.22434,0.971114,-0.0812864,-0.0250232,0.972905,0.227976,0.038492,0.0225921,0.0559115,-0.0704487,-0.995947,0.127188,0.219851,1.22154,0.143643,0.717172",screenshots/utah_teapot_18_use.png
1705,water_bottle,handoff,6,Medium Wrap,2,1,-0.031199999999999999,1572,"0,0.198965,0.643006,-0.739564,0.0282843,-0.0508307,0.760408,0.647454,-0.0541438,0.978687,-0.0912282,0.18398,0.0898256,0.0674294,1.2276,0.876733,1.46631",screenshots/water_bottle_6_handoff.png
1706,water_bottle,handoff,7,Precision,6,1,0.045328,780,,screenshots/water_bottle_7_handoff.png
1707,water_bottle,handoff,8,Precision,6,1,-0.093337000000000003,1922,"0,-0.23572,-0.782175,0.576747,-0.0339612,0.33524,-0.622488,-0.707193,0.0877048,0.912168,0.0266489,0.40895,0.0426126,0.101036,0.876315,0.902083,1.39088",screenshots/water_bottle_8_handoff.png
1708,water_bottle,handoff,9,Medium Wrap,2,1,-0.062294000000000002,180,"0,0.537796,-0.370985,-0.757064,0.0136722,-0.268468,-0.926592,0.263348,-0.0162462,-0.799187,0.0616203,-0.597915,0.13476,0,1.06545,1.35933,1.13781",screenshots/water_bottle_9_handoff.png
1709,water_bottle,handoff,10,Precision,6,1,-0.12986400000000001,1440,"0,-0.676559,0.162944,-0.718134,0.0658897,0.201736,0.978915,0.0320576,-0.00496715,0.708216,-0.123185,-0.695166,0.175422,0.0025223,1.15842,1.87346,1.16067",screenshots/water_bottle_10_handoff.png
1710,water_bottle,handoff,11,Precision,6,1,-0.25874399999999997,350,"0,0.762276,-0.00844996,0.647197,-0.0831999,0.645866,-0.0554719,-0.761432,0.0513628,0.0423352,0.998424,-0.0368274,0.0730426,0.0367332,0.690707,0.747518,0.755793",screenshots/water_bottle_11_handoff.png
1711,water_bottle,handoff,12,Precision Sphere,5,1,-0.060148,1767,"0,-0.944893,-0.319693,0.0705243,-0.0501664,0.295082,-0.924978,-0.239463,0.0467183,0.141788,-0.205457,0.96834,-0.0451304,1.26171,1.53804,0.91287,1.44399",screenshots/water_bottle_12_handoff.png
1712,water_bottle,handoff,13,Medium Wrap,2,1,-0.062837000000000004,2768,"0,0.17909,0.98314,-0.0369149,-0.00702213,0.0798614,-0.0519249,-0.995452,0.0370188,-0.980585,0.175327,-0.0878143,0.0878715,0.0671888,1.41348,0.975922,0.802284",screenshots/water_bottle_13_handoff.png
1713,water_bottle,handoff,14,Precision,6,1,0.122791,3067,"0,0.0764871,0.337026,0.938382,-0.0789446,0.997066,-0.0231364,-0.0729608,-0.00407351,-0.00287888,0.941211,-0.337807,0.0796072,0.087527,0.814326,1.04197,0.813119",screenshots/water_bottle_14_handoff.png
1714,water_bottle,handoff,15,Precision,6,1,0.096942,84,"0,0.1211,0.216629,-0.968713,0.116161,-0.172386,-0.956478,-0.235442,0.0439995,-0.977557,0.195505,-0.0784853,0.0664899,0.0101047,1.09122,0.890105,1.33048",screenshots/water_bottle_15_handoff.png
1715,water_bottle,handoff,16,Medium Wrap,2,2,0.080942,2516,"1,-0.177899,0.900221,0.397434,-0.00942035,0.567456,0.42381,-0.70596,0.0381795,-0.803957,0.0999374,-0.586231,0.122856,0.201787,1.31195,0.0852203,1.16077",screenshots/water_bottle_16_handoff.png
1716,water_bottle,handoff,17,Precision,6,1,-0.227824,2740,"0,0.171709,0.652068,-0.738459,0.0546441,0.135115,-0.758096,-0.637991,0.061565,-0.975838,0.00977212,-0.218277,0.0962026,0.0625442,1.03895,1.05155,1.224",screenshots/water_bottle_17_handoff.png
1717,water_bottle,handoff,18,Precision,6,3,0.045180999999999999,1948,"2,0.933203,0.118624,0.339203,-0.0178551,0.357337,-0.206625,-0.910832,0.0776683,-0.0379588,0.971203,-0.235212,0.0547781,0.115471,0.756338,0.572913,1.0125",screenshots/water_bottle_18_handoff.png
1718,water_bottle,handoff,19,Precision,6,1,-0.048527000000000001,1205,"0,0.800542,-0.121778,0.586773,-0.0658911,0.18781,0.980792,-0.05268,-0.0121546,-0.569087,0.152375,0.808036,-0.0562917,0.119695,1.01562,1.05684,1.31322",screenshots/water_bottle_19_handoff.png
1756,water_bottle,use,7,Precision,6,1,0.146372,1264,"0,-0.116761,-0.780157,-0.614591,0.037729,-0.0261783,-0.616191,0.787162,-0.055653,-0.992814,0.107999,0.0515242,0.0335586,0.299223,1.28687,0,1.18613",screenshots/water_bottle_7_use.png
1757,water_bottle,use,8,Medium Wrap,2,1,-0.073053000000000007,644,"0,-0.0631659,0.744734,0.664364,-0.0220641,0.118071,-0.655442,0.745959,-0.03025,0.990994,0.125562,-0.0465302,0.100373,0,1.17714,1.4914,1.23886",screenshots/water_bottle_8_use.png
1758,water_bottle,use,9,Precision,6,1,0.123029,960,"0,0.194813,-0.0241896,-0.980542,0.0632906,-0.158409,0.985796,-0.0557916,0.0270303,0.967964,0.166196,0.188214,0.0202693,0.201878,1.28965,0.503318,1.08127",screenshots/water_bottle_9_use.png
1759,water_bottle,use,10,Precision,6,1,0.0056259999999999999,1789,"0,0.350596,-0.890917,0.2887,-0.0466102,0.875974,0.202912,-0.437602,0.03216,0.331286,0.406315,0.851561,-0.0238402,0.117436,1.15758,0.43472,0.981445",screenshots/water_bottle_10_use.png
1760,water_bottle,use,11,Precision,6,1,0.11909500000000001,3190,"0,-0.40155,0.489343,-0.774145,0.0535879,-0.150882,-0.869084,-0.471092,0.0564763,-0.903322,-0.0723625,0.422814,0.0268352,0.243075,1.05102,0.0348795,1.18332",screenshots/water_bottle_11_use.png
1762,water_bottle,use,13,Medium Wrap,2,1,-0.032634999999999997,1124,"0,-0.150435,-0.657229,0.738526,-0.0260352,0.135224,-0.753685,-0.643174,0.0251524,0.979328,0.00311053,0.202254,0.0426619,0.102954,0.777255,1.39304,1.40891",screenshots/water_bottle_13_use.png
1763,water_bottle,use,14,Precision,6,1,0.072397000000000003,2840,"0,-0.481904,-0.452995,-0.750043,0.0769685,-0.875946,0.27066,0.399329,-0.0337783,0.0221131,0.849434,-0.527231,0.0903499,0.0750209,0.651861,0.823603,0.987226",screenshots/water_bottle_14_use.png
1765,water_bottle,use,16,Medium Wrap,2,1,0.11798500000000001,2132,"0,0.343927,0.92609,-0.155151,-0.0153932,-0.206659,-0.0865267,-0.97458,0.0687632,-0.915972,0.367248,0.161626,0.0190485,0.0679718,1.0832,0.717865,1.38537",screenshots/water_bottle_16_use.png
1766,water_bottle,use,17,Precision,6,1,-0.064186000000000007,3061,"0,-0.486059,0.224188,0.844681,-0.0762106,-0.0257162,0.962449,-0.270243,0.0410163,-0.873547,-0.153076,-0.462042,0.104604,0.0294483,1.23249,1.2379,1.01861",screenshots/water_bottle_17_use.png
1767,water_bottle,use,18,Precision,6,2,0.10557,346,"1,0.851852,0.157733,0.499468,-0.0406106,0.523102,-0.207636,-0.826589,0.0718524,-0.0266729,0.965405,-0.259386,0.0647585,0.0396917,0.793851,0.730955,0.991965",screenshots/water_bottle_18_use.png
1768,water_bottle,use,19,Precision,6,3,0.125197,1252,"2,0.0840945,0.831959,-0.548427,0.0529195,0.16996,0.530336,0.830576,-0.0416409,0.981856,-0.163058,-0.0968014,0.0577663,0.184463,1.4,0.299466,1.08135",screenshots/water_bottle_19_use.png
1805,wine_glass,handoff,6,Power Sphere,4,1,0.062362000000000001,152,"0,0.0271209,0.400117,0.916063,-0.0422614,-0.992483,-0.0986175,0.0724573,0.026398,0.119331,-0.911142,0.394435,0.135135,1.28179,1.2991,0.393153,1.28171",screenshots/wine_glass_6_handoff.png
1806,wine_glass,handoff,7,Power Sphere,4,1,0.630054,2652,"0,-0.248845,0.156311,-0.955847,0.0415387,0.96818,0.0131364,-0.249908,-0.0109796,-0.0265068,-0.98762,-0.154606,0.165144,1.69174,1.44653,0.301337,1.5176",screenshots/wine_glass_7_handoff.png
1807,wine_glass,handoff,8,Medium Wrap,2,1,0.063481999999999997,1196,"0,-0.0667773,0.46824,0.881073,-0.0318608,0.988779,0.14932,-0.00441435,0.0166459,-0.133629,0.870893,-0.472957,0.185813,0.0105134,1.01143,0.837915,0.802075",screenshots/wine_glass_8_handoff.png
1808,wine_glass,handoff,9,Power Sphere,4,1,0.029121999999999999,988,"0,-0.186908,-0.0775642,0.97931,-0.0389516,-0.968219,0.183181,-0.170283,-0.0165088,-0.166183,-0.980014,-0.109337,0.16441,1.26273,1.29197,1.33189,1.5096",screenshots/wine_glass_9_handoff.png
1809,wine_glass,handoff,10,Medium Wrap,2,1,-0.20058100000000001,1104,"0,0.0983478,0.884504,0.456048,-0.0102835,0.321491,-0.461936,0.826594,-0.0400168,0.941792,0.0653219,-0.329791,0.186417,0.114476,1.52477,0.227552,1.17548",screenshots/wine_glass_10_handoff.png
1810,wine_glass,handoff,11,Precision,6,1,-0.24810399999999999,215,"0,-0.22029,-0.668545,-0.710294,0.0897135,-0.490556,0.705327,-0.511729,0.041824,0.843106,0.23571,-0.483336,0.0809806,0.0953969,1.26302,0,1.2533",screenshots/wine_glass_11_handoff.png
1811,wine_glass,handoff,12,Precision,6,1,-0.31603799999999999,2738,"0,-0.20886,-0.543539,0.812982,-0.0774192,-0.018133,-0.829022,-0.558921,0.0404874,0.977777,-0.131478,0.163294,0.0508348,0,1.18741,1.45192,1.40352",screenshots/wine_glass_12_handoff.png
1812,wine_glass,handoff,13,Precision,6,1,-0.29603600000000002,2739,"0,-0.220172,-0.773613,0.594177,-0.0633238,-0.0740907,-0.594103,-0.80097,0.0663387,0.972643,-0.220374,0.0734874,0.048685,0,1.25783,1.4363,1.38867",screenshots/wine_glass_13_handoff.png
1813,wine_glass,handoff,14,Power Sphere,4,1,0.30868800000000002,1112,"0,0.999733,-0.00516411,0.0225481,-0.028599,-0.0229532,-0.100513,0.994671,-0.039744,-0.00286998,-0.994923,-0.100604,0.158658,1.30596,1.36902,0.36337,1.36819",screenshots/wine_glass_14_handoff.png
1814,wine_glass,handoff,15,Precision,6,1,-0.21959200000000001,2177,"0,0.470159,-0.138063,-0.871715,0.0899666,0.0417791,-0.983101,0.178237,0.00913633,-0.881592,-0.120219,-0.456446,0.161068,0.0994822,1.06642,0.901793,1.34875",screenshots/wine_glass_15_handoff.png
1815,wine_glass,handoff,16,Power Sphere,4,1,-0.048247999999999999,1464,,screenshots/wine_glass_16_handoff.png
1816,wine_glass,handoff,17,Precision,6,1,-0.35488199999999998,2256,"0,-0.219374,-0.376888,-0.899906,0.0755344,-0.235936,0.915491,-0.3259,0.0610929,0.946683,0.140826,-0.289756,0.0730018,0,1.2043,2.51327,1.20366",screenshots/wine_glass_17_handoff.png
1817,wine_glass,handoff,18,Medium Wrap,2,1,-0.034001000000000003,1632,"0,-0.340744,0.228171,0.912048,-0.0395055,0.00658321,0.970657,-0.240374,-0.0107816,-0.940133,-0.0759017,-0.332248,0.178194,0.225761,0.941325,0.760267,1.57327",screenshots/wine_glass_18_handoff.png
1818,wine_glass,handoff,19,Precision,6,1,-0.33508199999999999,2672,"0,0.00688136,-0.48902,-0.872245,0.0706213,0.0469529,0.871462,-0.48821,0.0597171,0.998873,-0.0375949,0.0289578,0.0592243,0,1.14723,1.49517,1.34959",screenshots/wine_glass_19_handoff.png
1855,wine_glass,use,6,Precision,6,3,-0.17746200000000001,2469,"2,-0.454814,0.875983,-0.160619,0.0197452,-0.438927,-0.377407,-0.815418,0.0848566,-0.77491,-0.300364,0.556142,0.0434664,0.101981,1.44901,0.773961,1.14955",screenshots/wine_glass_6_use.png
1856,wine_glass,use,7,Medium Wrap,2,1,0.128993,1424,"0,0.158357,0.683742,0.712334,-0.0573853,0.246898,-0.725939,0.641914,-0.0148105,0.956015,0.0742226,-0.283772,0.179816,0.0307719,2.50662,1.04973,1.23578",screenshots/wine_glass_7_use.png
1857,wine_glass,use,8,Precision,6,1,-0.145928,1986,"0,0.507436,-0.773781,0.379172,-0.0471057,0.115383,0.497085,0.859996,-0.100611,-0.853929,-0.392643,0.34152,0.0849933,0.368203,1.25175,0.419018,1.04898",screenshots/wine_glass_8_use.png
1858,wine_glass,use,9,Power Sphere,4,1,0.077828999999999995,2620,"0,0.951376,-0.0262856,0.306909,0.0323276,-0.300852,0.134588,0.944126,-0.0813914,-0.0661232,-0.990552,0.120136,0.141301,1.23553,1.50566,0.906899,1.52942",screenshots/wine_glass_9_use.png
1859,wine_glass,use,10,Precision,6,1,-0.14658399999999999,2005,"0,0.113297,0.993469,0.0135596,-0.0254622,-0.330094,0.0247652,0.943623,-0.0953737,0.937124,-0.111386,0.330743,0.0955336,0.16222,0.895216,1.05288,1.31278",screenshots/wine_glass_10_use.png
1860,wine_glass,use,11,Power Sphere,4,1,-0.093859999999999999,1149,"0,0.915729,-0.142933,-0.375512,-0.000937622,0.388478,0.076339,0.918291,-0.0404986,-0.102588,-0.986784,0.125432,0.14967,1.35048,1.46701,0.905904,1.24753",screenshots/wine_glass_11_use.png
1861,wine_glass,use,12,Precision,6,1,-0.23061300000000001,1536,"0,0.0129137,0.9991,-0.0403959,-0.00659045,0.532618,-0.041064,-0.845359,0.0757922,-0.846257,-0.0105989,-0.532669,0.209425,0.0541737,1.0155,1.06738,1.1767",screenshots/wine_glass_12_use.png
1862,wine_glass,use,13,Precision,6,1,-0.218142,209,"0,-0.204321,-0.714849,-0.668764,0.0493628,0.545543,0.484096,-0.68413,0.0639024,0.812795,-0.504621,0.29107,0.0357705,0,1.2901,1.43915,1.3733",screenshots/wine_glass_13_use.png
1863,wine_glass,use,14,Power Sphere,4,2,0.53061899999999995,1471,"1,-0.884595,-0.309723,0.34866,0.00575825,-0.464358,0.515755,-0.719978,0.047146,0.0431699,-0.798792,-0.600057,0.179411,1.5757,1.33052,0.408518,1.40549",screenshots/wine_glass_14_use.png
1864,wine_glass,use,15,Precision,6,1,-0.160163,69,"0,0.153237,0.0316701,-0.987681,0.0991886,0.11712,-0.993023,-0.0136707,-0.0370928,-0.981224,-0.113583,-0.155877,0.0847627,0,2.51327,1.20245,1.14575",screenshots/wine_glass_15_use.png
1865,wine_glass,use,16,Precision Sphere,5,1,-0.13355600000000001,2270,"0,-0.205703,-0.569105,-0.79612,0.088438,0.977871,-0.151218,-0.144566,0.0454735,-0.038114,-0.808241,0.587617,0.0402278,0.137594,1.41419,1.21563,0.901361",screenshots/wine_glass_16_use.png
1866,wine_glass,use,17,Precision,6,1,-0.35664899999999999,199,"0,0.116384,0.920226,-0.373681,0.0608472,-0.0376717,-0.371877,-0.927517,0.0789598,-0.99249,0.122025,-0.00861414,0.0525026,0,1.22349,1.27465,1.23805",screenshots/wine_glass_17_use.png
1867,wine_glass,use,18,Medium Wrap,2,1,0.52900800000000003,1112,"0,0.996639,0.0545356,0.0611223,-0.0306859,-0.0570387,-0.0735326,0.995661,-0.0373811,0.0587934,-0.9958,-0.0701749,0.161515,1.34305,1.37109,0.0862666,1.3923",screenshots/wine_glass_18_use.png
1868,wine_glass,use,19,Precision,6,1,-0.285854,80,"0,-0.186212,-0.028153,-0.982106,0.0853205,0.123949,0.99093,-0.0519074,0.0133681,0.974659,-0.131397,-0.181034,0.0846484,0,1.16355,1.50567,1.43484",screenshots/wine_glass_19_use.png
506,flashlight,handoff,7,Small Wrap,3,1,0.062236,1309,"0,-0.432411,0.55409,0.71134,-0.01216,0.901445,0.247779,0.354968,-0.0130216,0.0204292,0.794726,-0.606624,0.119413,0.00481501,2.26324,2.51327,0",screenshots/flashlight_7_handoff.png
501,flashlight,handoff,2,Small Wrap,3,1,-0.11564000000000001,91,"0,0.0625142,-0.53333,-0.843594,0.0328596,-0.997536,-0.0064261,-0.0698598,0.00420079,0.0318374,0.845883,-0.532418,0.110666,0.0938577,2.07446,2.23021,0.253302",screenshots/flashlight_2_handoff.png
14,apple,handoff,15,Power Sphere,4,2,-0.028386999999999999,1613,"1,0.505866,0.745482,0.434001,-0.0335642,0.245902,-0.606873,0.755803,-0.024645,0.82682,-0.275613,-0.490311,0.0598735,1.67785,1.45709,0.423644,1.25854",screenshots/apple_15_handoff.png
15,apple,handoff,16,Power Sphere,4,1,0.094528000000000001,1444,"0,-0.314547,-0.412015,0.855163,-0.040134,-0.535238,-0.667036,-0.518248,0.048006,0.783951,-0.620729,-0.0107124,0.0106594,1.46289,1.07177,0.30796,1.15288",screenshots/apple_16_handoff.png
116,banana,handoff,17,Precision,6,1,0.14092399999999999,3143,"0,0.972624,-0.22945,0.0368197,0.00171134,-0.193932,-0.888728,-0.415395,0.0851619,0.128035,0.396882,-0.908895,0.120643,0.0720507,1.18615,1.06435,1.29433",screenshots/banana_17_handoff.png
117,banana,handoff,18,Power Sphere,4,1,0.4793,893,"0,0.14298,0.98436,0.102907,-0.00448273,0.256435,0.0635799,-0.964468,0.0651805,-0.955927,0.164289,-0.243334,0.0509951,0.123,0.679233,2.1918,0.344363",screenshots/banana_18_handoff.png
167,banana,use,18,Precision Sphere,5,2,0.19073399999999999,2333,"1,0.0252624,0.833975,-0.551224,0.0693792,0.62372,-0.444063,-0.643259,0.0734811,-0.78124,-0.327558,-0.531384,0.0716679,0.295982,1.36201,1.58452,0.783887",screenshots/banana_18_use.png
263,bowl,use,14,Large Wrap,1,1,0.20255899999999999,525,"0,-0.316989,-0.672189,0.669089,-0.0581496,0.206817,0.639503,0.740448,-0.0558258,-0.925605,0.373093,-0.0636958,0.060899,0.142488,0.876073,1.61927,0.809638",screenshots/bowl_14_use.png
264,bowl,use,15,Large Wrap,1,1,-0.103759,1316,"0,0.589775,-0.178427,-0.78761,0.0770062,-0.263967,-0.964307,0.0207945,-0.0022649,-0.763208,0.195639,-0.615824,0.116451,0.136275,0.813709,1.63217,0.746545",screenshots/bowl_15_use.png
408,cup,handoff,9,Power Sphere,4,1,-0.089774000000000007,177,"0,-0.0516959,0.965413,0.25555,-0.0131798,0.272414,0.25982,-0.926436,0.0429372,-0.96079,0.0217224,-0.276424,0.0697904,1.35342,1.11916,1.33453,1.01232",screenshots/cup_9_handoff.png
452,cup,use,3,Precision,6,1,-0.094936000000000006,2608,,screenshots/cup_3_use.png
663,hammer,use,14,Power Sphere,4,5,0.15319099999999999,2565,"4,-0.048256,-0.354892,0.933661,-0.130409,-0.326439,-0.877816,-0.350537,0.0250104,0.943985,-0.321698,-0.0734906,0.0141388,0.0602356,1.40465,1.83916,1.40859",screenshots/hammer_14_use.png
754,knife,use,5,Small Wrap,3,3,-0.12417599999999999,2621,"2,0.98516,0.0190004,0.170577,-0.0354915,0.0879099,-0.909448,-0.406418,-0.0870512,0.147409,0.415382,-0.897623,0.0241082,0.00116667,2.38615,2.3625,2.39583",screenshots/knife_5_use.png
851,light_bulb,use,2,Medium Wrap,2,1,-0.13871700000000001,1908,"0,0.924815,-0.0990602,-0.367294,0.0382578,-0.298872,0.408141,-0.86261,0.0285847,0.235358,0.907528,0.347848,-0.00957272,0.1099,1.66545,0.412222,1.41199",screenshots/light_bulb_2_use.png
1263,scissors,use,14,Power Sphere,4,12,0.053043,169,"11,-0.172947,-0.982964,0.0622286,0.00406166,-0.0406008,-0.0560119,-0.997604,0.0831197,0.984093,-0.175059,-0.0302221,0.000807371,0.118186,1.3268,1.95447,1.35912",screenshots/scissors_14_use.png
1513,toothpaste,handoff,14,Power Sphere,4,3,0.149476,2122,"2,0.012839,-0.97211,0.234174,-0.0407635,-0.210675,-0.231566,-0.949733,0.0254036,0.977472,-0.0371412,-0.207772,0.00574559,0,2.51327,2.51327,0",screenshots/toothpaste_14_handoff.png
1563,toothpaste,use,14,Power Sphere,4,2,0.16600799999999999,2200,"1,-0.000719898,0.931687,-0.363263,0.0297254,-0.876368,-0.175551,-0.44851,0.0252413,-0.481641,0.318029,0.816626,-0.0401683,0.14867,1.6207,1.62958,0.539951",screenshots/toothpaste_14_use.png
1616,utah_teapot,handoff,17,Power Sphere,4,1,-0.147337,1556,"0,-0.853463,0.272673,0.444127,-0.0346316,-0.429702,-0.850386,-0.303646,0.0648968,0.294884,-0.449993,0.842941,0.0121034,1.87692,1.31509,0.473613,1.21851",screenshots/utah_teapot_17_handoff.png
1761,water_bottle,use,12,Precision,6,2,-0.086440000000000003,1127,"1,-0.462861,-0.171962,0.869591,-0.079244,0.0318671,-0.983596,-0.177545,0.0389833,0.885857,-0.0544673,0.460748,0.0217642,0.138867,0.942692,0.931304,1.3108",screenshots/water_bottle_12_use.png
1764,water_bottle,use,15,Precision,6,2,0.036498000000000003,2406,"1,-0.286569,-0.671644,-0.683208,0.0444209,0.128009,0.67988,-0.722064,0.0474625,0.949469,-0.294378,-0.108856,0.0676505,0.287011,1.33766,0,1.21988",screenshots/water_bottle_15_use.png
1803,wine_glass,handoff,4,Precision,6,1,-0.23801700000000001,2205,"0,-0.255098,-0.210082,-0.943817,0.0636521,0.966655,-0.0780706,-0.243893,0.0542172,-0.0224467,-0.974562,0.222992,0.162533,1.30747,1.6595,0.969734,2.14633",screenshots/wine_glass_4_handoff.png
